sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
200145,https://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/200002,Casemiro,Carlos Henrique Venancio Casimiro,CDM,87,89,53500000.0,240000.0,27,1992-02-23,185,84,243.0,Real Madrid CF,Spain Primera Division,1,CDM,14,,2013-07-11,2021,54,Brazil,,,,Right,3,2,3,Medium/High,Normal (185+),Yes,113700000,"#Tackling, #Tactician, #Strength, #Complete Defender","Power Free-Kick, Dives Into Tackles (AI), Long Shot Taker (AI)",62,72,75,72,85,89,58,64,76,83,61,69,63,74,82,78,58,66,62,86,66,86,87,88,90,81,89,86,69,77,66,84,84,87,86,13,14,16,12,12,,74+3,74+3,74+3,71,74,74,74,71,75+3,75+3,75+3,73+3,80+3,80+3,80+3,73+3,79+3,84+3,84+3,84+3,79+3,80+3,85+3,85+3,85+3,80+3,21+3,https://cdn.sofifa.net/players/200/145/20_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
212218,https://sofifa.com/player/212218/aymeric-laporte/200002,A. Laporte,Aymeric Laporte,"CB, LB",87,90,56500000.0,190000.0,25,1994-05-27,189,85,10.0,Manchester City,English Premier League,1,LCB,14,,2018-01-30,2024,18,France,,,,Left,3,2,2,Medium/Medium,Normal (185+),Yes,108800000,"#Tackling, #Tactician ",Long Passer (AI),64,50,71,68,88,82,58,45,86,81,40,63,61,69,80,77,61,66,59,87,60,68,78,78,85,47,79,87,54,65,44,85,88,89,88,10,11,5,14,5,,66+2,66+2,66+2,65,66,66,66,65,68+2,68+2,68+2,68+2,74+2,74+2,74+2,68+2,78+2,83+2,83+2,83+2,78+2,80+2,85+2,85+2,85+2,80+2,18+2,https://cdn.sofifa.net/players/212/218/20_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fr.png
218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/200002,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"RW, CAM, CM",87,90,64000000.0,210000.0,24,1994-08-10,173,64,10.0,Manchester City,English Premier League,1,RW,20,,2017-07-01,2024,38,Portugal,1354.0,CAM,10,Left,3,4,2,High/High,Lean (170-185),Yes,123200000,"#Dribbler, #Engine, #Acrobat","Flair, Playmaker (AI), Technical Dribbler (AI)",81,76,83,92,51,67,85,78,51,86,69,92,84,67,74,92,85,78,94,85,92,74,51,93,54,75,69,49,85,85,68,87,49,59,40,9,10,14,12,9,,78+3,78+3,78+3,86+1,84+1,84+1,84+1,86+1,86+3,86+3,86+3,86+3,82+3,82+3,82+3,86+3,72+3,70+3,70+3,70+3,72+3,68+3,58+3,58+3,58+3,68+3,18+3,https://cdn.sofifa.net/players/218/667/20_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
168651,https://sofifa.com/player/168651/ivan-rakitic/200002,I. Rakitić,Ivan Rakitić,"CM, CDM",86,86,38000000.0,240000.0,31,1988-03-10,184,78,241.0,FC Barcelona,Spain Primera Division,1,RCM,4,,2014-07-01,2021,10,Croatia,,,,Right,4,3,4,Medium/Medium,Lean (170-185),Yes,77900000,,"Solid Player, Long Shot Taker (AI)",62,81,86,81,74,70,84,78,59,86,84,80,88,82,90,87,64,61,73,80,62,84,34,79,71,85,67,79,77,85,82,80,76,73,72,14,11,12,5,9,,77+3,77+3,77+3,79,80,80,80,79,82+3,82+3,82+3,80+3,83+3,83+3,83+3,80+3,78+3,80+3,80+3,80+3,78+3,76+3,72+3,72+3,72+3,76+3,18+3,https://cdn.sofifa.net/players/168/651/20_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/hr.png
180206,https://sofifa.com/player/180206/miralem-pjanic/200002,M. Pjanić,Miralem Pjanić,"CM, CDM",86,86,42500000.0,180000.0,29,1990-04-02,178,72,45.0,Juventus,Italian Serie A,1,CDM,5,,2016-07-01,2023,8,Bosnia and Herzegovina,,,,Right,4,3,3,Medium/Medium,Normal (170-185),Yes,70100000,"#Dribbler, #Playmaker, #FK Specialist, #Complete Midfielder","Finesse Shot, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",68,68,87,85,75,67,80,56,60,91,72,86,86,92,87,89,69,67,75,84,81,78,60,79,61,82,70,78,68,88,79,86,78,76,70,7,7,13,7,8,,72+3,72+3,72+3,79,78,78,78,79,82+3,82+3,82+3,80+3,84+2,84+2,84+2,80+3,79+3,81+3,81+3,81+3,79+3,77+3,73+3,73+3,73+3,77+3,16+3,https://cdn.sofifa.net/players/180/206/20_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ba.png
183898,https://sofifa.com/player/183898/angel-di-maria/200002,Á. Di María,Ángel Fabián Di María Hernández,"RW, LW",86,86,39000000.0,150000.0,31,1988-02-14,180,69,73.0,Paris Saint-Germain,French Ligue 1,1,LW,11,,2015-08-06,2021,52,Argentina,1369.0,RM,11,Left,2,5,4,High/Medium,Lean (170-185),Yes,72200000,"#Dribbler, #Crosser, #FK Specialist, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",84,79,84,87,48,68,86,76,51,83,77,87,88,88,80,86,85,84,94,82,77,83,72,78,60,84,73,42,84,86,73,84,41,55,52,10,7,11,12,11,,78+6,78+6,78+6,84+2,83+3,83+3,83+3,84+2,84+2,84+2,84+2,84+2,80+6,80+6,80+6,84+2,70+6,67+6,67+6,67+6,70+6,66+6,57+6,57+6,57+6,66+6,18+6,https://cdn.sofifa.net/players/183/898/20_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
184344,https://sofifa.com/player/184344/leonardo-bonucci/200002,L. Bonucci,Leonardo Bonucci,CB,86,86,28500000.0,155000.0,32,1987-05-01,190,85,45.0,Juventus,Italian Serie A,1,RCB,19,,2018-08-02,2023,27,Italy,1343.0,RCB,19,Right,4,2,3,Low/High,Lean (185+),Yes,47000000,#Tactician ,"Power Free-Kick, Solid Player, Long Passer (AI), Power Header",58,58,69,70,87,79,44,48,84,77,58,69,56,61,85,75,55,60,61,84,55,74,85,68,82,65,82,90,38,74,70,86,90,86,80,2,2,3,2,4,,65+3,65+3,65+3,63,65,65,65,63,68+3,68+3,68+3,65+3,75+3,75+3,75+3,65+3,74+3,82+3,82+3,82+3,74+3,76+3,84+2,84+2,84+2,76+3,11+3,https://cdn.sofifa.net/players/184/344/20_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
186153,https://sofifa.com/player/186153/wojciech-szczesny/200002,W. Szczęsny,Wojciech Tomasz Szczęsny,GK,86,88,37500000.0,135000.0,29,1990-04-18,195,90,45.0,Juventus,Italian Serie A,1,GK,1,,2017-07-19,2021,37,Poland,1353.0,GK,1,Right,3,1,3,Medium/Medium,Lean (185+),Yes,64700000,,Comes For Crosses,,,,,,,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65,20,13,12,85,82,73,86,88,49,31+3,31+3,31+3,28,31,31,31,28,32+3,32+3,32+3,31+3,33+3,33+3,33+3,31+3,28+3,31+3,31+3,31+3,28+3,28+3,29+3,29+3,29+3,28+3,84+3,https://cdn.sofifa.net/players/186/153/20_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
189242,https://sofifa.com/player/189242/philippe-coutinho-correia/200002,Coutinho,Philippe Coutinho Correia,"LW, CM",86,86,46500000.0,260000.0,27,1992-06-12,172,68,21.0,FC Bayern München,German 1. Bundesliga,1,LCM,10,FC Barcelona,,2020,54,Brazil,,,,Right,4,5,3,High/Medium,Normal (170-185),Yes,,"#Dribbler, #FK Specialist, #Acrobat","Flair, Long Shot Taker (AI), Technical Dribbler (AI)",79,80,84,90,52,64,79,77,48,84,78,90,90,86,82,91,84,75,92,82,93,82,59,76,61,88,59,49,84,86,70,77,55,54,47,12,7,9,14,6,,78+3,78+3,78+3,85,84,84,84,85,86,86,86,84+2,82+3,82+3,82+3,84+2,70+3,69+3,69+3,69+3,70+3,66+3,58+3,58+3,58+3,66+3,18+3,https://cdn.sofifa.net/players/189/242/20_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/br.png
189513,https://sofifa.com/player/189513/daniel-parejo-munoz/200002,Parejo,Daniel Parejo Muñoz,CM,86,86,41000000.0,69000.0,30,1989-04-16,182,74,461.0,Valencia CF,Spain Primera Division,1,RCM,10,,2011-07-01,2022,45,Spain,,,,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,86100000,"#Playmaker, #FK Specialist, #Complete Midfielder","Solid Player, Long Passer (AI), Playmaker (AI)",41,80,88,79,70,69,84,80,61,91,72,79,89,90,88,85,49,35,64,78,72,79,49,76,71,82,58,81,81,86,83,85,69,68,65,5,9,12,14,8,,75+2,75+2,75+2,77,78,78,78,77,81+2,81+2,81+2,78+2,84+2,84+2,84+2,78+2,74+2,78+2,78+2,78+2,74+2,71+2,70+2,70+2,70+2,71+2,17+2,https://cdn.sofifa.net/players/189/513/20_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
189596,https://sofifa.com/player/189596/thomas-muller/200002,T. Müller,Thomas Müller,"CAM, RM, RW",86,86,43500000.0,165000.0,29,1989-09-13,186,75,21.0,FC Bayern München,German 1. Bundesliga,1,SUB,25,,2008-08-10,2021,21,Germany,,,,Right,4,3,4,High/High,Lean (185+),Yes,71800000,"#Engine, #Clinical Finisher","Solid Player, Outside Foot Shot",72,83,79,78,55,71,79,87,81,81,84,75,81,59,72,82,69,75,74,91,71,78,77,86,67,80,61,58,92,85,60,84,44,57,46,6,7,11,14,14,,82+4,82+4,82+4,81+1,83+1,83+1,83+1,81+1,82+4,82+4,82+4,81+4,80+4,80+4,80+4,81+4,70+4,69+4,69+4,69+4,70+4,68+4,63+4,63+4,63+4,68+4,19+4,https://cdn.sofifa.net/players/189/596/20_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
192387,https://sofifa.com/player/192387/ciro-immobile/200002,C. Immobile,Ciro Immobile,ST,86,86,44500000.0,105000.0,29,1990-02-20,185,85,46.0,Lazio,Italian Serie A,1,ST,17,,2016-07-27,2023,27,Italy,1343.0,ST,17,Right,4,3,3,High/Medium,Normal (185+),Yes,75700000,#Clinical Finisher,Outside Foot Shot,80,85,63,81,39,76,55,87,81,74,85,83,70,51,49,83,76,83,75,87,63,86,77,79,73,80,77,40,91,65,78,81,34,33,32,6,8,15,12,6,,84+2,84+2,84+2,79,82,82,82,79,78+3,78+3,78+3,77+3,71+3,71+3,71+3,77+3,60+3,58+3,58+3,58+3,60+3,58+3,55+3,55+3,55+3,58+3,17+3,https://cdn.sofifa.net/players/192/387/20_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
193301,https://sofifa.com/player/193301/alexandre-lacazette/200002,A. Lacazette,Alexandre Lacazette,ST,86,86,46000000.0,165000.0,28,1991-05-28,175,73,1.0,Arsenal,English Premier League,1,ST,9,,2017-07-05,2022,18,France,,,,Right,4,4,3,High/High,Normal (170-185),Yes,87400000,#Dribbler,"Flair, Outside Foot Shot, Technical Dribbler (AI)",82,85,75,86,40,74,68,87,74,81,82,86,74,74,69,86,82,82,85,86,85,86,76,79,73,78,72,42,87,78,84,86,29,42,30,11,6,9,5,6,,84+2,84+2,84+2,83,84,84,84,83,83+3,83+3,83+3,82+3,77+3,77+3,77+3,82+3,63+3,62+3,62+3,62+3,63+3,60+3,55+3,55+3,55+3,60+3,16+3,https://cdn.sofifa.net/players/193/301/20_120.png,https://cdn.sofifa.net/teams/1/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fr.png
197781,https://sofifa.com/player/197781/francisco-roman-alarcon-suarez/200002,Isco,Francisco Román Alarcón Suárez,"CAM, CM, LW",86,87,51000000.0,240000.0,27,1992-04-21,176,79,243.0,Real Madrid CF,Spain Primera Division,1,SUB,22,,2013-07-03,2022,45,Spain,1362.0,LW,22,Right,3,4,3,Medium/Low,Normal (170-185),Yes,108400000,#Dribbler,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",71,77,83,91,59,60,78,79,55,84,67,92,88,76,80,93,74,68,85,76,90,69,61,62,59,84,58,61,79,87,76,86,58,64,51,10,8,12,15,6,,76+3,76+3,76+3,83,82,82,82,83,84+3,84+3,84+3,82+3,81+3,81+3,81+3,82+3,70+3,71+3,71+3,71+3,70+3,67+3,62+3,62+3,62+3,67+3,17+3,https://cdn.sofifa.net/players/197/781/20_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
199556,https://sofifa.com/player/199556/marco-verratti/200002,M. Verratti,Marco Verratti,"CM, CDM",86,89,54500000.0,135000.0,26,1992-11-05,165,60,73.0,Paris Saint-Germain,French Ligue 1,1,RCM,6,,2012-07-18,2021,27,Italy,1343.0,LCM,6,Right,4,4,3,Medium/High,Normal (170-),Yes,104900000,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Flair, Playmaker (AI)",65,60,84,90,79,66,75,60,55,90,64,90,74,64,89,89,69,61,91,85,94,56,64,77,52,58,89,84,71,87,64,95,78,82,83,12,12,15,15,10,,69+3,69+3,69+3,79,77,77,77,79,82+3,82+3,82+3,81+3,84+3,84+3,84+3,81+3,81+3,84+3,84+3,84+3,81+3,79+3,76+3,76+3,76+3,79+3,20+3,https://cdn.sofifa.net/players/199/556/20_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
201942,https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/200002,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,"CF, ST, CAM",86,87,52000000.0,170000.0,27,1991-10-02,181,76,9.0,Liverpool,English Premier League,1,CF,9,,2015-07-06,2023,54,Brazil,,,,Right,4,4,3,High/High,Lean (170-185),Yes,100100000,"#Dribbler, #Playmaker, #Engine, #Complete Midfielder","Flair, Playmaker (AI), Chip Shot (AI), Technical Dribbler (AI)",77,82,80,87,61,78,72,85,78,86,81,88,80,65,76,88,78,77,80,86,81,81,81,88,74,76,73,58,87,86,72,88,60,64,42,8,11,9,6,10,,83+4,83+4,83+4,84+1,85+1,85+1,85+1,84+1,85+2,85+2,85+2,84+3,82+4,82+4,82+4,84+3,72+4,73+4,73+4,73+4,72+4,70+4,67+4,67+4,67+4,70+4,17+4,https://cdn.sofifa.net/players/201/942/20_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/br.png
205600,https://sofifa.com/player/205600/samuel-umtiti/200002,S. Umtiti,Samuel Yves Umtiti,CB,86,89,50000000.0,210000.0,25,1993-11-14,182,75,241.0,FC Barcelona,Spain Primera Division,1,SUB,23,,2016-07-12,2023,18,France,1335.0,LCB,5,Left,3,2,3,Medium/High,Normal (170-185),Yes,106300000,"#Tackling, #Tactician ",,69,63,69,69,86,82,61,51,79,80,65,64,72,62,73,77,66,72,62,82,66,83,88,71,86,74,82,87,51,58,61,82,87,88,85,15,10,14,12,15,,69+3,69+3,69+3,66,68,68,68,66,68+3,68+3,68+3,68+3,73+3,73+3,73+3,68+3,78+3,81+3,81+3,81+3,78+3,79+3,84+3,84+3,84+3,79+3,21+3,https://cdn.sofifa.net/players/205/600/20_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
207865,https://sofifa.com/player/207865/marcos-aoas-correa/200002,Marquinhos,Marcos Aoás Corrêa,"CB, CDM",86,90,51500000.0,120000.0,25,1994-05-14,183,75,73.0,Paris Saint-Germain,French Ligue 1,1,RCB,5,,2013-07-19,2022,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,99100000,"#Tackling, #Tactician ",Long Throw-in,74,41,73,70,86,77,68,33,84,82,31,64,55,32,82,79,72,76,69,85,68,61,89,76,75,35,80,86,59,68,47,86,86,87,87,6,6,12,10,13,,63+3,63+3,63+3,67,66,66,66,67,69+3,69+3,69+3,71+3,75+3,75+3,75+3,71+3,80+3,82+3,82+3,82+3,80+3,82+3,84+3,84+3,84+3,82+3,17+3,https://cdn.sofifa.net/players/207/865/20_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/br.png
212622,https://sofifa.com/player/212622/joshua-kimmich/200002,J. Kimmich,Joshua Walter Kimmich,"RB, CM, CDM",86,88,48000000.0,125000.0,24,1995-02-08,176,73,21.0,FC Bayern München,German 1. Bundesliga,1,RB,32,,2015-07-01,2023,21,Germany,1337.0,CDM,6,Right,4,3,3,High/Low,Lean (170-185),Yes,82800000,#Crosser,,72,69,86,84,79,78,91,66,74,87,67,83,85,61,85,85,77,68,84,87,84,76,79,94,66,71,86,80,80,84,44,85,78,80,79,8,15,7,15,15,,76+4,76+4,76+4,81+1,80+1,80+1,80+1,81+1,82+4,82+4,82+4,83+4,84+4,84+4,84+4,83+4,83+4,83+4,83+4,83+4,83+4,82+4,79+4,79+4,79+4,82+4,21+4,https://cdn.sofifa.net/players/212/622/20_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
222492,https://sofifa.com/player/222492/leroy-sane/200002,L. Sané,Leroy Aziz Sané,LW,86,92,61000000.0,195000.0,23,1996-01-11,183,75,10.0,Manchester City,English Premier League,1,SUB,19,,2016-08-02,2021,21,Germany,1337.0,LW,19,Left,3,4,2,High/Medium,Lean (170-185),Yes,125100000,"#Speedster, #Dribbler, #Acrobat","Power Free-Kick, Flair, Speed Dribbler (AI)",95,81,79,86,38,70,83,81,72,80,85,88,83,82,64,85,93,96,86,81,80,87,64,78,70,78,61,34,84,82,71,80,36,32,35,8,12,9,9,14,,83+3,83+3,83+3,85+1,84+1,84+1,84+1,85+1,83+3,83+3,83+3,84+3,75+3,75+3,75+3,84+3,65+3,59+3,59+3,59+3,65+3,61+3,52+3,52+3,52+3,61+3,18+3,https://cdn.sofifa.net/players/222/492/20_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
232363,https://sofifa.com/player/232363/milan-skriniar/200002,M. Škriniar,Milan Škriniar,CB,86,90,52000000.0,89000.0,24,1995-02-11,187,80,44.0,Inter,Italian Serie A,1,LCB,37,,2017-07-07,2023,43,Slovakia,,,,Right,4,2,1,Medium/High,Normal (185+),No,92300000,#Tactician ,,69,41,59,66,87,82,40,42,82,73,40,67,34,30,69,69,70,69,48,83,51,50,78,75,85,30,86,86,30,57,56,81,92,87,83,10,13,12,8,12,,59+2,59+2,59+2,58,59,59,59,58,61+2,61+2,61+2,62+2,67+2,67+2,67+2,62+2,74+2,79+2,79+2,79+2,74+2,77+2,84+2,84+2,84+2,77+2,19+2,https://cdn.sofifa.net/players/232/363/20_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/sk.png
41236,https://sofifa.com/player/41236/zlatan-ibrahimovic/200002,Z. Ibrahimović,Zlatan Ibrahimović,ST,85,85,11000000.0,15000.0,37,1981-10-03,195,95,697.0,LA Galaxy,USA Major League Soccer,1,ST,9,,2018-03-23,2019,46,Sweden,,,,Right,4,5,5,Medium/Low,Normal (185+),Yes,21000000,"#Poacher, #Aerial Threat, #Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward","Flair, Long Shot Taker (AI), Power Header, Outside Foot Shot, Technical Dribbler (AI)",56,88,77,77,34,78,70,86,83,77,88,77,80,78,73,84,57,55,72,82,39,90,68,59,87,88,84,20,91,84,89,90,28,37,24,13,15,10,9,12,,83+2,83+2,83+2,78,81,81,81,78,80+3,80+3,80+3,76+3,74+3,74+3,74+3,76+3,54+3,58+3,58+3,58+3,54+3,51+3,53+3,53+3,53+3,51+3,20+3,https://cdn.sofifa.net/players/041/236/20_120.png,https://cdn.sofifa.net/teams/697/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/se.png
143076,https://sofifa.com/player/143076/alejandro-gomez/200002,A. Gómez,Alejandro Darío Gómez,"CAM, CF, ST",85,85,34000000.0,90000.0,31,1988-02-15,165,68,39.0,Atalanta,Italian Serie A,1,CAM,10,,2014-09-02,2022,52,Argentina,,,,Right,4,4,3,High/Medium,Normal (170-),No,57800000,#Acrobat,"Long Shot Taker (AI), Technical Dribbler (AI)",89,78,81,86,39,55,81,79,38,81,72,85,79,79,74,85,94,85,92,81,94,76,70,70,46,79,56,40,82,85,72,84,50,30,34,8,11,12,9,6,,75+3,75+3,75+3,84,82,82,82,84,83+2,83+2,83+2,83+2,76+3,76+3,76+3,83+2,65+3,61+3,61+3,61+3,65+3,60+3,48+3,48+3,48+3,60+3,17+3,https://cdn.sofifa.net/players/143/076/20_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ar.png
167664,https://sofifa.com/player/167664/gonzalo-higuain/200002,G. Higuaín,Gonzalo Gerardo Higuaín,ST,85,85,34500000.0,170000.0,31,1987-12-10,186,89,45.0,Juventus,Italian Serie A,1,SUB,21,,2016-07-26,2021,52,Argentina,,,,Right,4,3,4,High/Medium,Normal (170-185),Yes,56900000,#Clinical Finisher,"Long Shot Taker (AI), Outside Foot Shot",63,85,71,80,31,71,68,88,77,75,88,80,74,62,60,84,62,64,72,86,69,86,78,60,84,80,50,20,90,75,70,85,35,22,18,5,12,7,5,10,,83+2,83+2,83+2,78,81,81,81,78,79+3,79+3,79+3,76+3,71+3,71+3,71+3,76+3,53+3,53+3,53+3,53+3,53+3,50+3,48+3,48+3,48+3,50+3,17+3,https://cdn.sofifa.net/players/167/664/20_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ar.png
170890,https://sofifa.com/player/170890/blaise-matuidi/200002,B. Matuidi,Blaise Matuidi,"CDM, CM",85,85,25000000.0,145000.0,32,1987-04-09,180,75,45.0,Juventus,Italian Serie A,1,SUB,14,,2017-08-18,2020,18,France,1335.0,LM,14,Left,2,2,3,Medium/High,Lean (170-185),Yes,41300000,#Tactician ,"Solid Player, Finesse Shot",75,66,76,78,83,81,74,60,68,83,72,76,60,52,77,79,77,73,83,84,79,78,84,90,74,67,86,86,72,74,56,82,85,84,86,8,11,5,10,14,,73+3,73+3,73+3,75,75,75,75,75,76+3,76+3,76+3,77+3,79+3,79+3,79+3,77+3,82+3,83+2,83+2,83+2,82+3,82+3,82+3,82+3,82+3,82+3,19+3,https://cdn.sofifa.net/players/170/890/20_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
173731,https://sofifa.com/player/173731/gareth-bale/200002,G. Bale,Gareth Frank Bale,"RW, LW, ST",85,85,37500000.0,250000.0,29,1989-07-16,185,82,243.0,Real Madrid CF,Spain Primera Division,1,SUB,11,,2013-09-02,2022,50,Wales,1367.0,RM,11,Left,3,4,4,Medium/Medium,Lean (170-185),Yes,76900000,"#Speedster, #Distance Shooter, #Crosser, #FK Specialist","Long Throw-in, Injury Prone, Long Shot Taker (AI), Speed Dribbler (AI), Outside Foot Shot, Chip Shot (AI)",91,87,82,82,58,76,86,84,84,81,85,83,90,87,80,84,90,91,79,80,65,92,86,73,80,90,65,59,85,79,76,85,54,55,52,15,15,11,5,6,,85,85,85,84+1,84+1,84+1,84+1,84+1,83+2,83+2,83+2,83+2,79+6,79+6,79+6,83+2,72+6,70+6,70+6,70+6,72+6,70+6,67+6,67+6,67+6,70+6,18+6,https://cdn.sofifa.net/players/173/731/20_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1367/60.png,https://cdn.sofifa.net/flags/gb-wls.png
176676,https://sofifa.com/player/176676/marcelo-vieira-da-silva/200002,Marcelo,Marcelo Vieira da Silva Júnior,LB,85,85,28000000.0,200000.0,31,1988-05-12,174,75,243.0,Real Madrid CF,Spain Primera Division,1,LB,12,,2007-01-01,2022,54,Brazil,,,,Left,4,5,4,High/Low,Normal (170-185),Yes,57400000,"#Dribbler, #Crosser","Flair, Outside Foot Shot",81,74,83,89,77,79,89,73,75,85,63,89,84,67,77,92,82,80,85,85,86,82,77,79,78,70,81,81,83,80,59,85,71,79,82,12,5,5,5,9,,81+3,81+3,81+3,84,83,83,83,84,84+1,84+1,84+1,84+1,83+2,83+2,83+2,84+1,83+2,81+3,81+3,81+3,83+2,82+3,79+3,79+3,79+3,82+3,16+3,https://cdn.sofifa.net/players/176/676/20_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
